5.208935130,3.650874330,1.576061180,0.399659859,Iris-setosa
5.232513240,3.633451602,1.582550051,0.311820856,Iris-setosa
5.284570350,3.693646704,1.526864146,0.394710534,Iris-setosa
5.269497240,3.621420445,1.538272894,0.348307763,Iris-setosa
5.239608271,3.687220353,1.503099391,0.352604661,Iris-setosa
5.229046757,3.664938220,1.583539054,0.349015644,Iris-setosa
5.238466816,3.692026480,1.536026383,0.372007901,Iris-setosa
5.202186089,3.622003277,1.541650346,0.312893305,Iris-setosa
5.233323914,3.616683737,1.501877091,0.398368208,Iris-setosa
5.272908035,3.683213462,1.537282047,0.326923893,Iris-setosa
5.037975035,3.117741415,1.517369619,0.356239910,Iris-setosa
5.063020800,3.159553801,1.586033677,0.313186105,Iris-setosa
5.036757502,3.179726573,1.518810815,0.388858355,Iris-setosa
5.073790270,3.131497683,1.561086388,0.387115324,Iris-setosa
5.035244820,3.187288998,1.504145147,0.379827275,Iris-setosa
5.027383364,3.105155934,1.507665332,0.343143057,Iris-setosa
5.088488676,3.150239392,1.595006999,0.389320743,Iris-setosa
5.072406050,3.189931918,1.531042643,0.393280020,Iris-setosa
5.091112138,3.163082862,1.554552090,0.386316670,Iris-setosa
5.051397260,3.112503592,1.588175818,0.389270309,Iris-setosa
4.899634963,3.319151855,1.476307286,0.391808117,Iris-setosa
4.832162782,3.301461285,1.455630880,0.361767635,Iris-setosa
4.873886976,3.373774949,1.499939859,0.315901241,Iris-setosa
4.880056458,3.397944684,1.448236457,0.312137671,Iris-setosa
4.899708204,3.355188817,1.450321096,0.344104971,Iris-setosa
4.829995914,3.360633213,1.443712371,0.316369130,Iris-setosa
4.807907849,3.378153940,1.478239242,0.349192133,Iris-setosa
4.850048998,3.361249151,1.499514623,0.384545172,Iris-setosa
4.893604587,3.300579553,1.452633431,0.328020597,Iris-setosa
4.812679792,3.353940470,1.474144029,0.394092888,Iris-setosa
4.741291537,3.265171343,1.624381835,0.368847596,Iris-setosa
4.738068050,3.262621318,1.601593720,0.333661713,Iris-setosa
4.778924521,3.235263601,1.636103664,0.348577482,Iris-setosa
4.720950039,3.257827968,1.660005328,0.388690992,Iris-setosa
4.791684496,3.286410554,1.608735373,0.365828110,Iris-setosa
4.746823879,3.217719658,1.668945568,0.339102703,Iris-setosa
4.787663025,3.224860925,1.664152674,0.340356544,Iris-setosa
4.764194322,3.287146163,1.633812587,0.343901289,Iris-setosa
4.778407007,3.298903926,1.605318898,0.349840616,Iris-setosa
4.714498310,3.264637500,1.615361420,0.301294294,Iris-setosa
5.148428055,3.711522057,1.563341019,0.331491284,Iris-setosa
5.141115780,3.782888434,1.507560779,0.322714780,Iris-setosa
5.106585207,3.740724158,1.537040836,0.389994542,Iris-setosa
5.113432807,3.706723607,1.561851466,0.317732143,Iris-setosa
5.189430713,3.707269491,1.521126132,0.354122266,Iris-setosa
