39,4.0,77516,2.0,13,1.0,3.0,1.0,0.0,0.0,2174,0,40,0.0,0.0
50,1.0,83311,2.0,13,0.0,2.0,0.0,0.0,0.0,0,0,13,0.0,0.0
38,0.0,215646,0.0,9,2.0,9.0,1.0,0.0,0.0,0,0,40,0.0,0.0
53,0.0,234721,5.0,7,0.0,9.0,0.0,1.0,0.0,0,0,40,0.0,0.0
28,0.0,338409,2.0,13,0.0,0.0,4.0,1.0,1.0,0,0,40,9.0,0.0
37,0.0,284582,3.0,14,0.0,2.0,4.0,0.0,1.0,0,0,40,0.0,0.0
49,0.0,160187,10.0,5,5.0,5.0,1.0,1.0,1.0,0,0,16,11.0,0.0
52,1.0,209642,0.0,9,0.0,2.0,0.0,0.0,0.0,0,0,45,0.0,1.0
31,0.0,45781,3.0,14,1.0,0.0,1.0,0.0,1.0,14084,0,50,0.0,1.0
42,0.0,159449,2.0,13,0.0,2.0,0.0,0.0,0.0,5178,0,40,0.0,1.0
37,0.0,280464,1.0,10,0.0,2.0,0.0,1.0,0.0,0,0,80,0.0,1.0
30,4.0,141297,2.0,13,0.0,0.0,0.0,2.0,0.0,0,0,40,8.0,1.0
23,0.0,122272,2.0,13,1.0,3.0,2.0,0.0,1.0,0,0,30,0.0,0.0
32,0.0,205019,6.0,12,1.0,4.0,1.0,1.0,0.0,0,0,50,0.0,0.0
40,0.0,121772,4.0,11,0.0,1.0,0.0,2.0,0.0,0,0,40,2.0,1.0
34,0.0,245487,8.0,4,0.0,8.0,0.0,3.0,0.0,0,0,45,1.0,0.0
25,1.0,176756,0.0,9,1.0,10.0,2.0,0.0,0.0,0,0,35,0.0,0.0
32,0.0,186824,0.0,9,1.0,6.0,3.0,0.0,0.0,0,0,40,0.0,0.0
38,0.0,28887,5.0,7,0.0,4.0,0.0,0.0,0.0,0,0,50,0.0,0.0
43,1.0,292175,3.0,14,2.0,2.0,3.0,0.0,1.0,0,0,45,0.0,1.0
40,0.0,193524,12.0,16,0.0,0.0,0.0,0.0,0.0,0,0,60,0.0,1.0
54,0.0,302146,0.0,9,3.0,5.0,3.0,1.0,1.0,0,0,20,0.0,0.0
35,6.0,76845,10.0,5,0.0,10.0,0.0,1.0,0.0,0,0,40,0.0,0.0
43,0.0,117037,5.0,7,0.0,8.0,0.0,0.0,0.0,0,2042,40,0.0,0.0
59,0.0,109015,0.0,9,2.0,11.0,3.0,0.0,1.0,0,0,40,0.0,0.0
56,2.0,216851,2.0,13,0.0,11.0,0.0,0.0,0.0,0,0,40,0.0,1.0
19,0.0,168294,0.0,9,1.0,1.0,2.0,0.0,0.0,0,0,40,0.0,0.0
54,3.0,180211,1.0,10,0.0,7.0,0.0,2.0,0.0,0,0,60,12.0,1.0
39,0.0,367260,0.0,9,2.0,2.0,1.0,0.0,0.0,0,0,80,0.0,0.0
49,0.0,193366,0.0,9,0.0,1.0,0.0,0.0,0.0,0,0,40,0.0,0.0
23,2.0,190709,6.0,12,1.0,12.0,1.0,0.0,0.0,0,0,52,0.0,0.0
20,0.0,266015,1.0,10,1.0,4.0,2.0,1.0,0.0,0,0,44,0.0,0.0
45,0.0,386940,2.0,13,2.0,2.0,2.0,0.0,0.0,0,1408,40,0.0,0.0
30,6.0,59951,1.0,10,0.0,3.0,2.0,0.0,0.0,0,0,40,0.0,0.0
22,4.0,311512,1.0,10,0.0,5.0,0.0,1.0,0.0,0,0,15,0.0,0.0
48,0.0,242406,5.0,7,1.0,6.0,3.0,0.0,0.0,0,0,40,6.0,0.0
21,0.0,197200,1.0,10,1.0,6.0,2.0,0.0,0.0,0,0,40,0.0,0.0
19,0.0,544091,0.0,9,6.0,3.0,4.0,0.0,1.0,0,0,25,0.0,0.0
31,0.0,84154,1.0,10,0.0,4.0,0.0,0.0,0.0,0,0,38,2.0,1.0
48,1.0,265477,6.0,12,0.0,0.0,0.0,0.0,0.0,0,0,40,0.0,0.0
31,0.0,507875,10.0,5,0.0,6.0,0.0,0.0,0.0,0,0,43,0.0,0.0
53,1.0,88506,2.0,13,0.0,0.0,0.0,0.0,0.0,0,0,40,0.0,0.0
24,0.0,172987,2.0,13,0.0,11.0,0.0,0.0,0.0,0,0,50,0.0,0.0
49,0.0,94638,0.0,9,3.0,3.0,3.0,0.0,1.0,0,0,40,0.0,0.0
25,0.0,289980,0.0,9,1.0,9.0,1.0,0.0,0.0,0,0,35,0.0,0.0
57,6.0,337895,2.0,13,0.0,0.0,0.0,1.0,0.0,0,0,40,0.0,1.0
53,0.0,144361,0.0,9,0.0,6.0,0.0,0.0,0.0,0,0,38,0.0,0.0
44,0.0,128354,3.0,14,2.0,2.0,3.0,0.0,1.0,0,0,40,0.0,0.0
41,4.0,101603,4.0,11,0.0,1.0,0.0,0.0,0.0,0,0,40,0.0,0.0
29,0.0,271466,4.0,11,1.0,0.0,1.0,0.0,0.0,0,0,43,0.0,0.0
25,0.0,32275,1.0,10,0.0,2.0,4.0,4.0,1.0,0,0,40,0.0,0.0
18,0.0,226956,0.0,9,1.0,5.0,2.0,0.0,1.0,0,0,30,2.0,0.0
47,0.0,51835,9.0,15,0.0,0.0,4.0,0.0,1.0,0,1902,60,38.0,1.0
50,6.0,251585,2.0,13,2.0,2.0,1.0,0.0,0.0,0,0,55,0.0,1.0
47,5.0,109832,0.0,9,2.0,2.0,1.0,0.0,0.0,0,0,60,0.0,0.0
43,0.0,237993,1.0,10,0.0,11.0,0.0,0.0,0.0,0,0,40,0.0,1.0
46,0.0,216666,13.0,3,0.0,6.0,0.0,0.0,0.0,0,0,40,1.0,0.0
35,0.0,56352,4.0,11,0.0,5.0,0.0,0.0,0.0,0,0,40,6.0,0.0
41,0.0,147372,0.0,9,0.0,3.0,0.0,0.0,0.0,0,0,48,0.0,0.0
30,0.0,188146,0.0,9,0.0,6.0,0.0,0.0,0.0,5013,0,40,0.0,0.0
30,0.0,59496,2.0,13,0.0,4.0,0.0,0.0,0.0,2407,0,40,0.0,0.0
32,3.0,293936,8.0,4,5.0,7.0,1.0,0.0,0.0,0,0,40,2.0,0.0
48,0.0,149640,0.0,9,0.0,8.0,0.0,0.0,0.0,0,0,40,0.0,0.0
42,0.0,116632,12.0,16,0.0,0.0,0.0,0.0,0.0,0,0,45,0.0,1.0
29,0.0,105598,1.0,10,2.0,11.0,1.0,0.0,0.0,0,0,58,0.0,0.0
36,0.0,155537,0.0,9,0.0,1.0,0.0,0.0,0.0,0,0,40,0.0,0.0
28,0.0,183175,1.0,10,2.0,3.0,1.0,0.0,1.0,0,0,40,0.0,0.0
53,0.0,169846,0.0,9,0.0,3.0,4.0,0.0,1.0,0,0,40,0.0,1.0
49,5.0,191681,1.0,10,0.0,2.0,0.0,0.0,0.0,0,0,50,0.0,1.0
25,3.0,200681,1.0,10,1.0,7.0,2.0,0.0,0.0,0,0,40,0.0,0.0
19,0.0,101509,1.0,10,1.0,0.0,2.0,0.0,0.0,0,0,32,0.0,0.0
31,0.0,309974,2.0,13,3.0,4.0,2.0,1.0,1.0,0,0,40,0.0,0.0
29,1.0,162298,2.0,13,0.0,4.0,0.0,0.0,0.0,0,0,70,0.0,1.0
23,0.0,211678,1.0,10,1.0,6.0,1.0,0.0,0.0,0,0,40,0.0,0.0
79,0.0,124744,1.0,10,0.0,0.0,5.0,0.0,0.0,0,0,20,0.0,0.0
27,0.0,213921,0.0,9,1.0,5.0,2.0,0.0,0.0,0,0,40,1.0,0.0
40,0.0,32214,6.0,12,0.0,3.0,0.0,0.0,0.0,0,0,40,0.0,0.0
67,3.0,212759,7.0,6,0.0,7.0,0.0,0.0,0.0,0,0,2,0.0,0.0
18,0.0,309634,5.0,7,1.0,5.0,2.0,0.0,1.0,0,0,22,0.0,0.0
31,2.0,125927,8.0,4,0.0,10.0,0.0,0.0,0.0,0,0,40,0.0,0.0
18,0.0,446839,0.0,9,1.0,4.0,1.0,0.0,0.0,0,0,30,0.0,0.0
52,0.0,276515,2.0,13,0.0,5.0,0.0,0.0,0.0,0,0,40,9.0,0.0
46,0.0,51618,0.0,9,0.0,5.0,4.0,0.0,1.0,0,0,40,0.0,0.0
59,0.0,159937,0.0,9,0.0,4.0,0.0,0.0,0.0,0,0,48,0.0,0.0
44,0.0,343591,0.0,9,2.0,1.0,1.0,0.0,1.0,14344,0,40,0.0,1.0
53,0.0,346253,0.0,9,2.0,4.0,2.0,0.0,1.0,0,0,35,0.0,0.0
49,2.0,268234,0.0,9,0.0,12.0,0.0,0.0,0.0,0,0,40,0.0,1.0
33,0.0,202051,3.0,14,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0
30,0.0,54334,10.0,5,1.0,4.0,1.0,0.0,0.0,0,0,40,0.0,0.0
43,6.0,410867,12.0,16,1.0,0.0,1.0,0.0,1.0,0,0,50,0.0,1.0
57,0.0,249977,4.0,11,0.0,0.0,0.0,0.0,0.0,0,0,40,0.0,0.0
37,0.0,286730,1.0,10,2.0,1.0,3.0,0.0,1.0,0,0,40,0.0,0.0
28,0.0,212563,1.0,10,2.0,6.0,3.0,1.0,1.0,0,0,25,0.0,0.0
30,0.0,117747,0.0,9,0.0,4.0,4.0,2.0,1.0,0,1573,35,2.0,0.0
34,2.0,226296,2.0,13,0.0,12.0,0.0,0.0,0.0,0,0,40,0.0,1.0
29,2.0,115585,1.0,10,1.0,9.0,1.0,0.0,0.0,0,0,50,0.0,0.0
48,1.0,191277,12.0,16,0.0,0.0,0.0,0.0,0.0,0,1902,60,0.0,1.0
37,0.0,202683,1.0,10,0.0,4.0,0.0,0.0,0.0,0,0,48,0.0,1.0
48,0.0,171095,6.0,12,2.0,2.0,3.0,0.0,1.0,0,0,40,10.0,0.0
32,6.0,249409,0.0,9,1.0,5.0,2.0,1.0,0.0,0,0,40,0.0,0.0
76,0.0,124191,3.0,14,0.0,2.0,0.0,0.0,0.0,0,0,40,0.0,1.0
44,0.0,198282,2.0,13,0.0,2.0,0.0,0.0,0.0,15024,0,60,0.0,1.0
47,1.0,149116,3.0,14,1.0,0.0,1.0,0.0,1.0,0,0,50,0.0,0.0
20,0.0,188300,1.0,10,1.0,11.0,2.0,0.0,1.0,0,0,40,0.0,0.0
29,0.0,103432,0.0,9,1.0,1.0,1.0,0.0,0.0,0,0,40,0.0,0.0
32,5.0,317660,0.0,9,0.0,1.0,0.0,0.0,0.0,7688,0,40,0.0,1.0
17,3.0,304873,7.0,6,1.0,7.0,2.0,0.0,1.0,34095,0,32,0.0,0.0
30,0.0,194901,5.0,7,1.0,9.0,2.0,0.0,0.0,0,0,40,0.0,0.0
31,2.0,189265,0.0,9,1.0,3.0,1.0,0.0,1.0,0,0,40,0.0,0.0
42,0.0,124692,0.0,9,0.0,9.0,0.0,0.0,0.0,0,0,40,0.0,0.0
24,0.0,432376,2.0,13,1.0,4.0,5.0,0.0,0.0,0,0,40,0.0,0.0
38,0.0,65324,9.0,15,0.0,0.0,0.0,0.0,0.0,0,0,40,0.0,1.0
56,1.0,335605,0.0,9,0.0,5.0,0.0,0.0,0.0,0,1887,50,5.0,1.0
28,0.0,377869,1.0,10,0.0,4.0,4.0,0.0,1.0,4064,0,25,0.0,0.0
36,0.0,102864,0.0,9,1.0,6.0,2.0,0.0,1.0,0,0,40,0.0,0.0
53,0.0,95647,10.0,5,0.0,9.0,0.0,0.0,0.0,0,0,50,0.0,0.0
56,5.0,303090,1.0,10,0.0,4.0,0.0,0.0,0.0,0,0,50,0.0,0.0
49,2.0,197371,4.0,11,0.0,1.0,0.0,1.0,0.0,0,0,40,0.0,1.0
55,0.0,247552,1.0,10,0.0,4.0,0.0,0.0,0.0,0,0,56,0.0,0.0
22,0.0,102632,0.0,9,1.0,1.0,1.0,0.0,0.0,0,0,41,0.0,0.0
21,0.0,199915,1.0,10,1.0,5.0,2.0,0.0,1.0,0,0,40,0.0,0.0
40,0.0,118853,2.0,13,0.0,2.0,0.0,0.0,0.0,0,0,60,0.0,0.0
30,0.0,77143,2.0,13,1.0,2.0,2.0,1.0,0.0,0,0,40,4.0,0.0
29,4.0,267989,2.0,13,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,1.0
19,0.0,301606,1.0,10,1.0,5.0,2.0,1.0,0.0,0,0,35,0.0,0.0
47,0.0,287828,2.0,13,0.0,2.0,4.0,0.0,1.0,0,0,40,0.0,1.0
20,0.0,111697,1.0,10,1.0,3.0,2.0,0.0,1.0,0,1719,28,0.0,0.0
31,0.0,114937,6.0,12,0.0,3.0,0.0,0.0,0.0,0,0,40,0.0,1.0
35,3.0,129305,0.0,9,0.0,7.0,0.0,0.0,0.0,0,0,40,0.0,0.0
39,0.0,365739,1.0,10,2.0,1.0,1.0,0.0,0.0,0,0,40,0.0,0.0
28,0.0,69621,6.0,12,1.0,4.0,1.0,0.0,1.0,0,0,60,0.0,0.0
24,0.0,43323,0.0,9,1.0,5.0,1.0,0.0,1.0,0,1762,40,0.0,0.0
